From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q9UIM3	Q9UIM3	reviewed	FKBPL_HUMAN	FK506-binding protein-like (WAF-1/CIP1 stabilizing protein 39) (WISp39)	FKBPL DIR1 NG7	Homo sapiens (Human)	349
A0A0F7G8H5	A0A0F7G8H5	unreviewed	A0A0F7G8H5_HUMAN	FKBPL (Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8))	FKBP4	Homo sapiens (Human)	349
Q99466	Q99466	reviewed	NOTC4_HUMAN	Neurogenic locus notch homolog protein 4 (Notch 4) (hNotch4) [Cleaved into: Notch 4 extracellular truncation; Notch 4 intracellular domain]	NOTCH4 INT3	Homo sapiens (Human)	2003
A0A140T8Y6	A0A140T8Y6	unreviewed	A0A140T8Y6_HUMAN	NOTCH4 (Notch receptor 4)	NOTCH4	Homo sapiens (Human)	2003
O15213	O15213	reviewed	WDR46_HUMAN	WD repeat-containing protein 46 (WD repeat-containing protein BING4)	WDR46 BING4 C6orf11 FP221	Homo sapiens (Human)	610
A0A0G2JJL1	A0A0G2JJL1	unreviewed	A0A0G2JJL1_HUMAN	WD repeat domain 46	WDR46	Homo sapiens (Human)	322
A0A3B3ISP1	A0A3B3ISP1	unreviewed	A0A3B3ISP1_HUMAN	Ankyrin repeat and sterile alpha motif domain containing 1A	ANKS1A	Homo sapiens (Human)	1194
Q92625	Q92625	reviewed	ANS1A_HUMAN	Ankyrin repeat and SAM domain-containing protein 1A (Odin)	ANKS1A ANKS1 KIAA0229 ODIN	Homo sapiens (Human)	1134
P36508	P36508	reviewed	ZNF76_HUMAN	Zinc finger protein 76 (Zinc finger protein 523)	ZNF76 D6S229E ZNF523	Homo sapiens (Human)	570
Q13451	Q13451	reviewed	FKBP5_HUMAN	Peptidyl-prolyl cis-trans isomerase FKBP5 (PPIase FKBP5) (EC 5.2.1.8) (51 kDa FK506-binding protein) (51 kDa FKBP) (FKBP-51) (54 kDa progesterone receptor-associated immunophilin) (Androgen-regulated protein 6) (FF1 antigen) (FK506-binding protein 5) (FKBP-5) (FKBP54) (p54) (HSP90-binding immunophilin) (Rotamase)	FKBP5 AIG6 FKBP51	Homo sapiens (Human)	457
B7Z7Z8	B7Z7Z8	unreviewed	B7Z7Z8_HUMAN	peptidylprolyl isomerase (EC 5.2.1.8)		Homo sapiens (Human)	278
Q5T9G4	Q5T9G4	reviewed	ARM12_HUMAN	Armadillo repeat-containing protein 12	ARMC12 C6orf81	Homo sapiens (Human)	340
P84103	P84103	reviewed	SRSF3_HUMAN	Serine/arginine-rich splicing factor 3 (Pre-mRNA-splicing factor SRP20) (Splicing factor, arginine/serine-rich 3)	SRSF3 SFRS3 SRP20	Homo sapiens (Human)	164
A0A8Q3WKF6	A0A8Q3WKF6	unreviewed	A0A8Q3WKF6_HUMAN	Mitochondrial carrier 1	MTCH1	Homo sapiens (Human)	344
Q9NZJ7	Q9NZJ7	reviewed	MTCH1_HUMAN	Mitochondrial carrier homolog 1 (Presenilin-associated protein)	MTCH1 PSAP CGI-64 UNQ1871/PRO4314	Homo sapiens (Human)	389
A0A8Q3SHP9	A0A8Q3SHP9	unreviewed	A0A8Q3SHP9_HUMAN	Mitochondrial carrier 1	MTCH1	Homo sapiens (Human)	369
A0A8Q3SHJ3	A0A8Q3SHJ3	unreviewed	A0A8Q3SHJ3_HUMAN	Mitochondrial carrier 1	MTCH1	Homo sapiens (Human)	205
Q9ULH4	Q9ULH4	reviewed	LRFN2_HUMAN	Leucine-rich repeat and fibronectin type-III domain-containing protein 2 (Synaptic adhesion-like molecule 1)	LRFN2 KIAA1246 SALM1	Homo sapiens (Human)	789
Q14738	Q14738	reviewed	2A5D_HUMAN	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform (PP2A B subunit isoform B'-delta) (PP2A B subunit isoform B56-delta) (PP2A B subunit isoform PR61-delta) (PP2A B subunit isoform R5-delta)	PPP2R5D	Homo sapiens (Human)	602
Q9BQ90	Q9BQ90	reviewed	KLDC3_HUMAN	Kelch domain-containing protein 3 (Testis intracellular mediator protein)	KLHDC3 PEAS	Homo sapiens (Human)	382
Q9NSK0	Q9NSK0	reviewed	KLC4_HUMAN	Kinesin light chain 4 (KLC 4) (Kinesin-like protein 8)	KLC4 KNSL8	Homo sapiens (Human)	619
C9J8T5	C9J8T5	unreviewed	C9J8T5_HUMAN	Kinesin light chain	KLC4	Homo sapiens (Human)	271
H7C4M1	H7C4M1	unreviewed	H7C4M1_HUMAN	Kinesin light chain	KLC4	Homo sapiens (Human)	159
Q5JTD7	Q5JTD7	reviewed	LRC73_HUMAN	Leucine-rich repeat-containing protein 73	LRRC73 C6orf154	Homo sapiens (Human)	316
Q7LC14	Q7LC14	unreviewed	Q7LC14_HUMAN	NFKB inhibitor epsilon (NFKBIE protein) (cDNA FLJ61640, highly similar to NF-kappa-B inhibitor epsilon)	NFKBIE	Homo sapiens (Human)	361
O00221	O00221	reviewed	IKBE_HUMAN	NF-kappa-B inhibitor epsilon (NF-kappa-BIE) (I-kappa-B-epsilon) (IkB-E) (IkB-epsilon) (IkappaBepsilon)	NFKBIE IKBE	Homo sapiens (Human)	500
Q5JU00	Q5JU00	reviewed	DRC5_HUMAN	Dynein regulatory complex subunit 5 (T-complex-associated testis-expressed protein 1) (Tcte-1)	TCTE1 DRC5	Homo sapiens (Human)	501
O95847	O95847	reviewed	UCP4_HUMAN	Mitochondrial uncoupling protein 4 (UCP 4) (Solute carrier family 25 member 27)	SLC25A27 UCP4 UNQ772/PRO1566	Homo sapiens (Human)	323
B4DHR4	B4DHR4	unreviewed	B4DHR4_HUMAN	Solute carrier family 25, member 27, isoform CRA_a (cDNA FLJ57819, highly similar to Mitochondrial uncoupling protein 4) (cDNA, FLJ78839, highly similar to Mitochondrial uncoupling protein 4)	SLC25A27 hCG_16892	Homo sapiens (Human)	300
S4R3J2	S4R3J2	unreviewed	S4R3J2_HUMAN	Solute carrier family 25 member 27	SLC25A27	Homo sapiens (Human)	145
B4DZG4	B4DZG4	unreviewed	B4DZG4_HUMAN	cDNA FLJ60996, highly similar to Mitochondrial uncoupling protein 4		Homo sapiens (Human)	237
B4E2M5	B4E2M5	reviewed	ANR66_HUMAN	Ankyrin repeat domain-containing protein 66	ANKRD66	Homo sapiens (Human)	196
H3BTF0	H3BTF0	unreviewed	H3BTF0_HUMAN	Ankyrin repeat domain 66	ANKRD66	Homo sapiens (Human)	73
O75509	O75509	reviewed	TNR21_HUMAN	Tumor necrosis factor receptor superfamily member 21 (Death receptor 6) (CD antigen CD358)	TNFRSF21 DR6 UNQ437/PRO868	Homo sapiens (Human)	655
B3KMB6	B3KMB6	unreviewed	B3KMB6_HUMAN	cDNA FLJ10642 fis, clone NT2RP2005752, highly similar to Tumor necrosis factor receptor superfamily member 21		Homo sapiens (Human)	655
P08F94	P08F94	reviewed	PKHD1_HUMAN	Fibrocystin (Polycystic kidney and hepatic disease 1 protein) (Polyductin) (Tigmin)	PKHD1 FCYT TIGM1	Homo sapiens (Human)	4074
Q9UK97	Q9UK97	reviewed	FBX9_HUMAN	F-box only protein 9 (Cross-immune reaction antigen 1) (Renal carcinoma antigen NY-REN-57)	FBXO9 FBX9 VCIA1	Homo sapiens (Human)	447
Q9H511	Q9H511	reviewed	KLH31_HUMAN	Kelch-like protein 31 (BTB and kelch domain-containing protein 6) (Kelch repeat and BTB domain-containing protein 1) (Kelch-like protein KLHL)	KLHL31 BKLHD6 KBTBD1 KLHL	Homo sapiens (Human)	634
Q9BTT6	Q9BTT6	reviewed	LRRC1_HUMAN	Leucine-rich repeat-containing protein 1 (LANO adapter protein) (LAP and no PDZ protein)	LRRC1 LANO	Homo sapiens (Human)	524
Q03001	Q03001	reviewed	DYST_HUMAN	Dystonin (230 kDa bullous pemphigoid antigen) (230/240 kDa bullous pemphigoid antigen) (Bullous pemphigoid antigen 1) (BPA) (Bullous pemphigoid antigen) (Dystonia musculorum protein) (Hemidesmosomal plaque protein)	DST BP230 BP240 BPAG1 DMH DT KIAA0728	Homo sapiens (Human)	7570
Q8WWQ0	Q8WWQ0	reviewed	PHIP_HUMAN	PH-interacting protein (PHIP) (DDB1- and CUL4-associated factor 14) (IRS-1 PH domain-binding protein) (WD repeat-containing protein 11)	PHIP DCAF14 WDR11	Homo sapiens (Human)	1821
A0A8V8TP75	A0A8V8TP75	unreviewed	A0A8V8TP75_HUMAN	Pleckstrin homology domain interacting protein	PHIP	Homo sapiens (Human)	536
Q96IP4	Q96IP4	reviewed	TET5A_HUMAN	Terminal nucleotidyltransferase 5A (EC 2.7.7.19) (HBV X-transactivated gene 11 protein) (HBV XAg-transactivated protein 11)	TENT5A C6orf37 FAM46A XTP11	Homo sapiens (Human)	442
Q9P2D0	Q9P2D0	reviewed	IBTK_HUMAN	Inhibitor of Bruton tyrosine kinase (IBtk)	IBTK BTKI KIAA1417	Homo sapiens (Human)	1353
B7ZLE0	B7ZLE0	unreviewed	B7ZLE0_HUMAN	IBTK protein	IBTK	Homo sapiens (Human)	1338
Q13641	Q13641	reviewed	TPBG_HUMAN	Trophoblast glycoprotein (5T4 oncofetal antigen) (5T4 oncofetal trophoblast glycoprotein) (5T4 oncotrophoblast glycoprotein) (M6P1) (Wnt-activated inhibitory factor 1) (WAIF1)	TPBG 5T4	Homo sapiens (Human)	420
O60506	O60506	reviewed	HNRPQ_HUMAN	Heterogeneous nuclear ribonucleoprotein Q (hnRNP Q) (Glycine- and tyrosine-rich RNA-binding protein) (GRY-RBP) (NS1-associated protein 1) (Synaptotagmin-binding, cytoplasmic RNA-interacting protein)	SYNCRIP HNRPQ NSAP1	Homo sapiens (Human)	623
Q9Y2G4	Q9Y2G4	reviewed	ANKR6_HUMAN	Ankyrin repeat domain-containing protein 6 (Diversin)	ANKRD6 KIAA0957	Homo sapiens (Human)	727
A0A384MEC3	A0A384MEC3	unreviewed	A0A384MEC3_HUMAN	Epididymis secretory sperm binding protein		Homo sapiens (Human)	722
E5RIS1	E5RIS1	unreviewed	E5RIS1_HUMAN	Ankyrin repeat domain 6	ANKRD6	Homo sapiens (Human)	102
H0YBG4	H0YBG4	unreviewed	H0YBG4_HUMAN	Ankyrin repeat domain 6	ANKRD6	Homo sapiens (Human)	76
Q96NJ5	Q96NJ5	reviewed	KLH32_HUMAN	Kelch-like protein 32 (BTB and kelch domain-containing protein 5)	KLHL32 BKLHD5 KIAA1900	Homo sapiens (Human)	620
Q9UKA2	Q9UKA2	reviewed	FBXL4_HUMAN	F-box/LRR-repeat protein 4 (F-box and leucine-rich repeat protein 4) (F-box protein FBL4/FBL5)	FBXL4 FBL4 FBL5	Homo sapiens (Human)	621
Q8IYU2	Q8IYU2	reviewed	HACE1_HUMAN	E3 ubiquitin-protein ligase HACE1 (EC 2.3.2.26) (HECT domain and ankyrin repeat-containing E3 ubiquitin-protein ligase 1) (HECT-type E3 ubiquitin transferase HACE1)	HACE1 KIAA1320	Homo sapiens (Human)	909
E5RHI1	E5RHI1	unreviewed	E5RHI1_HUMAN	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1	HACE1	Homo sapiens (Human)	207
E3W983	E3W983	unreviewed	E3W983_HUMAN	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1	HACE1	Homo sapiens (Human)	178
Q8NEN0	Q8NEN0	reviewed	ARMC2_HUMAN	Armadillo repeat-containing protein 2	ARMC2	Homo sapiens (Human)	867
Q53H60	Q53H60	unreviewed	Q53H60_HUMAN	Pre-mRNA splicing factor 17 variant		Homo sapiens (Human)	579
O60508	O60508	reviewed	PRP17_HUMAN	Pre-mRNA-processing factor 17 (Cell division cycle 40 homolog) (EH-binding protein 3) (Ehb3) (PRP17 homolog) (hPRP17)	CDC40 EHB3 PRP17 PRPF17	Homo sapiens (Human)	579
O15131	O15131	reviewed	IMA6_HUMAN	Importin subunit alpha-6 (Karyopherin subunit alpha-5)	KPNA5	Homo sapiens (Human)	539
A0A8V8TL88	A0A8V8TL88	unreviewed	A0A8V8TL88_HUMAN	Importin subunit alpha	KPNA5	Homo sapiens (Human)	536
Q9BXY4	Q9BXY4	reviewed	RSPO3_HUMAN	R-spondin-3 (Protein with TSP type-1 repeat) (hPWTSR) (Roof plate-specific spondin-3) (hRspo3) (Thrombospondin type-1 domain-containing protein 2)	RSPO3 PWTSR THSD2	Homo sapiens (Human)	272
Q96JM7	Q96JM7	reviewed	LMBL3_HUMAN	Lethal(3)malignant brain tumor-like protein 3 (H-l(3)mbt-like protein 3) (L(3)mbt-like protein 3) (L3mbt-like 3) (MBT-1)	L3MBTL3 KIAA1798 MBT1	Homo sapiens (Human)	780
A8K2F4	A8K2F4	unreviewed	A8K2F4_HUMAN	cDNA FLJ75620		Homo sapiens (Human)	755
Q8N157	Q8N157	reviewed	AHI1_HUMAN	Jouberin (Abelson helper integration site 1 protein homolog) (AHI-1)	AHI1	Homo sapiens (Human)	1196
A0A7P0T7Z8	A0A7P0T7Z8	unreviewed	A0A7P0T7Z8_HUMAN	Abelson helper integration site 1	AHI1	Homo sapiens (Human)	1186
O00628	O00628	reviewed	PEX7_HUMAN	Peroxisomal targeting signal 2 receptor (PTS2 receptor) (Peroxin-7)	PEX7 PTS2R	Homo sapiens (Human)	323
A0A7I2V2J8	A0A7I2V2J8	unreviewed	A0A7I2V2J8_HUMAN	Peroxin-7	PEX7	Homo sapiens (Human)	285
P31629	P31629	reviewed	ZEP2_HUMAN	Transcription factor HIVEP2 (Human immunodeficiency virus type I enhancer-binding protein 2) (HIV-EP2) (MHC-binding protein 2) (MBP-2)	HIVEP2	Homo sapiens (Human)	2446
O75167	O75167	reviewed	PHAR2_HUMAN	Phosphatase and actin regulator 2	PHACTR2 C6orf56 KIAA0680	Homo sapiens (Human)	634
F5H858	F5H858	unreviewed	F5H858_HUMAN	Phosphatase and actin regulator	PHACTR2	Homo sapiens (Human)	166
J3KP75	J3KP75	unreviewed	J3KP75_HUMAN	Phosphatase and actin regulator	PHACTR2	Homo sapiens (Human)	622
P46939	P46939	reviewed	UTRN_HUMAN	Utrophin (Dystrophin-related protein 1) (DRP-1)	UTRN DMDL DRP1	Homo sapiens (Human)	3433
Q5T5C0	Q5T5C0	reviewed	STXB5_HUMAN	Syntaxin-binding protein 5 (Lethal(2) giant larvae protein homolog 3) (Tomosyn-1)	STXBP5 LLGL3	Homo sapiens (Human)	1151
A0A9L9PXY2	A0A9L9PXY2	unreviewed	A0A9L9PXY2_HUMAN	Syntaxin binding protein 5	STXBP5 hCG_16767	Homo sapiens (Human)	770
A0PJK4	A0PJK4	unreviewed	A0PJK4_HUMAN	NUP43 protein	NUP43	Homo sapiens (Human)	287
Q8NFH3	Q8NFH3	reviewed	NUP43_HUMAN	Nucleoporin Nup43 (Nup107-160 subcomplex subunit Nup43) (p42)	NUP43	Homo sapiens (Human)	380
Q8NF91	Q8NF91	reviewed	SYNE1_HUMAN	Nesprin-1 (Enaptin) (KASH domain-containing protein 1) (KASH1) (Myocyte nuclear envelope protein 1) (Myne-1) (Nuclear envelope spectrin repeat protein 1) (Synaptic nuclear envelope protein 1) (Syne-1)	SYNE1 C6orf98 KIAA0796 KIAA1262 KIAA1756 MYNE1	Homo sapiens (Human)	8797
Q9NRJ4	Q9NRJ4	reviewed	TULP4_HUMAN	Tubby-related protein 4 (Tubby superfamily protein) (Tubby-like protein 4)	TULP4 KIAA1397 TUBL4 TUSP	Homo sapiens (Human)	1543
B4E202	B4E202	unreviewed	B4E202_HUMAN	cDNA FLJ60216, highly similar to Tubby-like protein 4		Homo sapiens (Human)	525
Q9Y6Z5	Q9Y6Z5		AFDDT_HUMAN	deleted			
P35442	P35442	reviewed	TSP2_HUMAN	Thrombospondin-2	THBS2 TSP2	Homo sapiens (Human)	1172
A0A3B3ITK0	A0A3B3ITK0	unreviewed	A0A3B3ITK0_HUMAN	Thrombospondin 2	THBS2	Homo sapiens (Human)	1177
A2RRH5	A2RRH5	reviewed	WDR27_HUMAN	WD repeat-containing protein 27	WDR27	Homo sapiens (Human)	827
A0A3B3IS64	A0A3B3IS64	unreviewed	A0A3B3IS64_HUMAN	WD repeat domain 27	WDR27	Homo sapiens (Human)	338
P20226	P20226	reviewed	TBP_HUMAN	TATA-box-binding protein (TATA sequence-binding protein) (TATA-binding factor) (TATA-box factor) (Transcription initiation factor TFIID TBP subunit)	TBP GTF2D1 TF2D TFIID	Homo sapiens (Human)	339
Q86Y56	Q86Y56	reviewed	DAAF5_HUMAN	Dynein axonemal assembly factor 5 (HEAT repeat-containing protein 2)	DNAAF5 HEATR2	Homo sapiens (Human)	855
B3KNN3	B3KNN3	unreviewed	B3KNN3_HUMAN	cDNA FLJ30033 fis, clone 3NB692001433, highly similar to HEAT repeat-containing protein 2		Homo sapiens (Human)	280
P0C7U0	P0C7U0	reviewed	ELFN1_HUMAN	Protein ELFN1 (Extracellular leucine-rich repeat and fibronectin type-III domain-containing protein 1) (Protein phosphatase 1 regulatory subunit 28)	ELFN1 PPP1R28	Homo sapiens (Human)	828
P55884	P55884	reviewed	EIF3B_HUMAN	Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9) (Prt1 homolog) (hPrt1) (eIF-3-eta) (eIF3 p110) (eIF3 p116)	EIF3B EIF3S9	Homo sapiens (Human)	814
Q6PJG6	Q6PJG6	reviewed	BRAT1_HUMAN	BRCA1-associated ATM activator 1 (BRCA1-associated protein required for ATM activation protein 1)	BRAT1 BAAT1 C7orf27	Homo sapiens (Human)	821
Q9Y4P8	Q9Y4P8	reviewed	WIPI2_HUMAN	WD repeat domain phosphoinositide-interacting protein 2 (WIPI-2) (WIPI49-like protein 2)	WIPI2 CGI-50	Homo sapiens (Human)	454
Q96ME1	Q96ME1	reviewed	FXL18_HUMAN	F-box/LRR-repeat protein 18 (F-box and leucine-rich repeat protein 18)	FBXL18 FBL18	Homo sapiens (Human)	718
B2RC85	B2RC85	reviewed	R10B2_HUMAN	Radial spoke head 10 homolog B2	RSPH10B2	Homo sapiens (Human)	870
Q9BQI3	Q9BQI3	reviewed	E2AK1_HUMAN	Eukaryotic translation initiation factor 2-alpha kinase 1 (EC 2.7.11.1) (Heme-controlled repressor) (HCR) (Heme-regulated eukaryotic initiation factor eIF-2-alpha kinase) (Heme-regulated inhibitor) (hHRI) (Hemin-sensitive initiation factor 2-alpha kinase)	EIF2AK1 HRI KIAA1369 PRO1362	Homo sapiens (Human)	630
A6NGH8	A6NGH8	reviewed	ANR61_HUMAN	Ankyrin repeat domain-containing protein 61	ANKRD61	Homo sapiens (Human)	418
Q9NXC5	Q9NXC5	reviewed	MIOS_HUMAN	GATOR2 complex protein MIOS (Missing oocyte meiosis regulator homolog)	MIOS	Homo sapiens (Human)	875
Q9Y6U3	Q9Y6U3	reviewed	SCIN_HUMAN	Scinderin (Adseverin)	SCIN KIAA1905	Homo sapiens (Human)	715
A6NJI9	A6NJI9	reviewed	LRC72_HUMAN	Leucine-rich repeat-containing protein 72	LRRC72	Homo sapiens (Human)	287
Q8IV38	Q8IV38	reviewed	ANKY2_HUMAN	Ankyrin repeat and MYND domain-containing protein 2	ANKMY2	Homo sapiens (Human)	441
B3KM88	B3KM88	unreviewed	B3KM88_HUMAN	cDNA FLJ10527 fis, clone NT2RP2000932, highly similar to Ankyrin repeat and MYND domain-containing protein 2		Homo sapiens (Human)	441
Q8IXQ5	Q8IXQ5	reviewed	KLHL7_HUMAN	Kelch-like protein 7	KLHL7	Homo sapiens (Human)	586
O15504	O15504	reviewed	NUP42_HUMAN	Nucleoporin NUP42 (NLP-1) (NUP42 homolog) (Nucleoporin hCG1) (Nucleoporin-42) (Nucleoporin-like protein 2)	NUP42 CG1 NUPL2	Homo sapiens (Human)	423
Q7L0X0	Q7L0X0	reviewed	TRIL_HUMAN	TLR4 interactor with leucine rich repeats (Leucine-rich repeat-containing protein KIAA0644)	TRIL KIAA0644	Homo sapiens (Human)	811
Q9Y239	Q9Y239	reviewed	NOD1_HUMAN	Nucleotide-binding oligomerization domain-containing protein 1 (hNod1) (Caspase recruitment domain-containing protein 4)	NOD1 CARD4	Homo sapiens (Human)	953
Q8IY47	Q8IY47	reviewed	KBTB2_HUMAN	Kelch repeat and BTB domain-containing protein 2 (BTB and kelch domain-containing protein 1)	KBTBD2 BKLHD1 KIAA1489 CGI-73	Homo sapiens (Human)	623
P49754	P49754	reviewed	VPS41_HUMAN	Vacuolar protein sorting-associated protein 41 homolog (S53)	VPS41	Homo sapiens (Human)	854
H7BZX6	H7BZX6	unreviewed	H7BZX6_HUMAN	VPS41 subunit of HOPS complex	VPS41	Homo sapiens (Human)	150
H7C0K2	H7C0K2	unreviewed	H7C0K2_HUMAN	VPS41 subunit of HOPS complex	VPS41	Homo sapiens (Human)	109
P20711	P20711	reviewed	DDC_HUMAN	Aromatic-L-amino-acid decarboxylase (AADC) (EC 4.1.1.28) (DOPA decarboxylase) (DDC)	DDC AADC	Homo sapiens (Human)	480
P00533	P00533	reviewed	EGFR_HUMAN	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	EGFR ERBB ERBB1 HER1	Homo sapiens (Human)	1210
O75344	O75344	reviewed	FKBP6_HUMAN	Inactive peptidyl-prolyl cis-trans isomerase FKBP6 (Inactive PPIase FKBP6) (36 kDa FK506-binding protein) (36 kDa FKBP) (FKBP-36) (FK506-binding protein 6) (FKBP-6) (Immunophilin FKBP36)	FKBP6 FKBP36	Homo sapiens (Human)	327
Q9Y4P3	Q9Y4P3	reviewed	TBL2_HUMAN	Transducin beta-like protein 2 (WS beta-transducin repeats protein) (WS-betaTRP) (Williams-Beuren syndrome chromosomal region 13 protein)	TBL2 WBSCR13 UNQ563/PRO1125	Homo sapiens (Human)	447
A0A0S2Z5F3	A0A0S2Z5F3	unreviewed	A0A0S2Z5F3_HUMAN	Transducin-like 2 isoform 1	TBL2	Homo sapiens (Human)	446
A0A0S2Z5C1	A0A0S2Z5C1	unreviewed	A0A0S2Z5C1_HUMAN	Transducin-like 2 isoform 3	TBL2	Homo sapiens (Human)	316
A0A087WXC6	A0A087WXC6	unreviewed	A0A087WXC6_HUMAN	Transducin beta like 2	TBL2	Homo sapiens (Human)	96
Q9UHL9	Q9UHL9	reviewed	GT2D1_HUMAN	General transcription factor II-I repeat domain-containing protein 1 (GTF2I repeat domain-containing protein 1) (General transcription factor III) (MusTRD1/BEN) (Muscle TFII-I repeat domain-containing protein 1) (Slow-muscle-fiber enhancer-binding protein) (USE B1-binding protein) (Williams-Beuren syndrome chromosomal region 11 protein) (Williams-Beuren syndrome chromosomal region 12 protein)	GTF2IRD1 CREAM1 GTF3 MUSTRD1 RBAP2 WBSCR11 WBSCR12	Homo sapiens (Human)	959
P78347	P78347	reviewed	GTF2I_HUMAN	General transcription factor II-I (GTFII-I) (TFII-I) (Bruton tyrosine kinase-associated protein 135) (BAP-135) (BTK-associated protein 135) (SRF-Phox1-interacting protein) (SPIN) (Williams-Beuren syndrome chromosomal region 6 protein)	GTF2I BAP135 WBSCR6	Homo sapiens (Human)	998
Q6EKJ0	Q6EKJ0	reviewed	GTD2B_HUMAN	General transcription factor II-I repeat domain-containing protein 2B (GTF2I repeat domain-containing protein 2B) (Transcription factor GTF2IRD2-beta)	GTF2IRD2B	Homo sapiens (Human)	949
B2RXG5	B2RXG5	unreviewed	B2RXG5_HUMAN	Williams-Beuren syndrome chromosome region 16	WBSCR16	Homo sapiens (Human)	267
Q96I51	Q96I51	reviewed	RCC1L_HUMAN	RCC1-like G exchanging factor-like protein (RCC1-like protein) (Williams-Beuren syndrome chromosomal region 16 protein)	RCC1L WBSCR16	Homo sapiens (Human)	464
A0A087WT38	A0A087WT38	unreviewed	A0A087WT38_HUMAN	RCC1 like	RCC1L	Homo sapiens (Human)	153
Q8TBP6	Q8TBP6	reviewed	S2540_HUMAN	Mitochondrial glutathione transporter SLC25A40 (Mitochondrial carrier family protein) (Solute carrier family 25 member 40)	SLC25A40 MCFP	Homo sapiens (Human)	338
A4D1F6	A4D1F6	reviewed	LRRD1_HUMAN	Leucine-rich repeat and death domain-containing protein 1	LRRD1	Homo sapiens (Human)	860
O00522	O00522	reviewed	KRIT1_HUMAN	Krev interaction trapped protein 1 (Krev interaction trapped 1) (Cerebral cavernous malformations 1 protein)	KRIT1 CCM1	Homo sapiens (Human)	736
A0A3B3ITR4	A0A3B3ITR4	unreviewed	A0A3B3ITR4_HUMAN	FERM domain-containing protein		Homo sapiens (Human)	799
C9JZ63	C9JZ63	unreviewed	C9JZ63_HUMAN	Ankyrin repeat and IBR domain containing 1	ANKIB1	Homo sapiens (Human)	134
Q9P2G1	Q9P2G1	reviewed	AKIB1_HUMAN	Ankyrin repeat and IBR domain-containing protein 1 (EC 2.3.2.31)	ANKIB1 KIAA1386	Homo sapiens (Human)	1089
H7C2V2	H7C2V2	unreviewed	H7C2V2_HUMAN	Ankyrin repeat and IBR domain containing 1	ANKIB1	Homo sapiens (Human)	162
Q9Y574	Q9Y574	reviewed	ASB4_HUMAN	Ankyrin repeat and SOCS box protein 4 (ASB-4)	ASB4	Homo sapiens (Human)	426
O14576	O14576	reviewed	DC1I1_HUMAN	Cytoplasmic dynein 1 intermediate chain 1 (Cytoplasmic dynein intermediate chain 1) (Dynein intermediate chain 1, cytosolic) (DH IC-1)	DYNC1I1 DNCI1 DNCIC1	Homo sapiens (Human)	645
Q9UJS0	Q9UJS0	reviewed	S2513_HUMAN	Electrogenic aspartate/glutamate antiporter SLC25A13, mitochondrial (Calcium-binding mitochondrial carrier protein Aralar2) (ARALAR-related gene 2) (ARALAR2) (Citrin) (Mitochondrial aspartate glutamate carrier 2) (Solute carrier family 25 member 13)	SLC25A13	Homo sapiens (Human)	675
B7Z2E2	B7Z2E2	unreviewed	B7Z2E2_HUMAN	cDNA FLJ54671, highly similar to Calcium-binding mitochondrial carrier protein Aralar2		Homo sapiens (Human)	567
Q7Z6L1	Q7Z6L1	reviewed	TCPR1_HUMAN	Tectonin beta-propeller repeat-containing protein 1	TECPR1 KIAA1358	Homo sapiens (Human)	1165
A9QM74	A9QM74	reviewed	IMA8_HUMAN	Importin subunit alpha-8 (Karyopherin subunit alpha-7)	KPNA7	Homo sapiens (Human)	516
Q92747	Q92747	reviewed	ARC1A_HUMAN	Actin-related protein 2/3 complex subunit 1A (SOP2-like protein)	ARPC1A SOP2L	Homo sapiens (Human)	370
A0A0K0K1L3	A0A0K0K1L3	unreviewed	A0A0K0K1L3_HUMAN	Epididymis secretory protein Li 307	HEL-S-307	Homo sapiens (Human)	365
O15143	O15143	reviewed	ARC1B_HUMAN	Actin-related protein 2/3 complex subunit 1B (Arp2/3 complex 41 kDa subunit) (p41-ARC)	ARPC1B ARC41	Homo sapiens (Human)	372
A0A1W2PNV4	A0A1W2PNV4	unreviewed	A0A1W2PNV4_HUMAN	Actin-related protein 2/3 complex subunit 1A		Homo sapiens (Human)	684
O75127	O75127	reviewed	PTCD1_HUMAN	Pentatricopeptide repeat-containing protein 1, mitochondrial	PTCD1 KIAA0632	Homo sapiens (Human)	700
A4D273	A4D273	unreviewed	A4D273_HUMAN	Pentatricopeptide repeat domain 1	PTCD1 hCG_2023422 tcag7.1151	Homo sapiens (Human)	700
O75427	O75427	reviewed	LRCH4_HUMAN	Leucine-rich repeat and calponin homology domain-containing protein 4 (Leucine-rich repeat neuronal protein 4) (Leucine-rich neuronal protein)	LRCH4 LRN LRRN1 LRRN4	Homo sapiens (Human)	683
O75426	O75426	reviewed	FBX24_HUMAN	F-box only protein 24	FBXO24 FBX24	Homo sapiens (Human)	580
